campaign,backend,block,canonical_file,clients,distribution,family,fanout,field_bits,finite_d,finite_m,group,hot_records,key_layout,leaf_bits,partitions,queries_per_client,row_bytes,rows,seed,verifier,workload,repeats,verified_answers,service_cpu_ms,service_min_ms,service_max_ms,full_campaign_server_cpu_ms,full_campaign_server_cpu_per_answer_ms,native_cpu_outside_request_phases_ms,server_client_setup_ms,global_publish_build_cpu_ms,server_online_cpu_ms,external_canonical_fixture_cpu_ms,logical_index_bytes,metadata_state_bytes,client_setup_cpu_ms,client_online_cpu_ms,complete_client_process_cpu_ms,setup_download_bytes,query_upload_bytes,query_download_bytes,p50_first_answer_wall_ms,p95_first_answer_wall_ms,max_client_rss_bytes,rss_qualified,budget_failures,median_private_reads,projected_G1_cpu_ms,projected_G16_cpu_ms,projected_G256_cpu_ms,projected_G4096_cpu_ms
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,4,64,0,0,16,0,hashed,8,4,1,548,65536,1,,shinzo-logs,5,10,5.573195000000056,5.410678000000022,6.205727999999976,1931.6437600000002,965.8218800000001,307.3327590000001,0.14933849999999999,1920.49737,5.423856500000056,0,37031936,11027,6.7690445,0.825382,70.15899999999999,11059,594,144868,197.444257,208.774059,29917184,True,,1.0,1926.0705650000002,125.60428062500006,13.075137851562555,6.042066428222713
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,4,64,0,0,64,0,hashed,8,4,1,548,65536,1,,shinzo-logs,5,10,14.577569999999962,14.502446500000008,14.663440500000036,1931.300435,965.6502175,313.5375680000001,0.1383125,1902.295542,14.433315499999964,0,37028864,2836,6.614826000000001,3.3919125,72.45599999999999,2868,210,578787,204.907354,208.0305,30547968,True,,1.0,1916.873112,133.47104137499997,22.00841196093746,15.041997622558556
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,xor,4,64,0,0,16,0,hashed,8,4,1,548,65536,1,,shinzo-logs,5,10,4.983722000000044,4.868843500000034,5.53039049999993,3070.597206,1535.298603,496.90556300000003,0.1228235,3059.536425,4.865391500000044,0,52573896,82,6.5853745,0.32177500000000003,69.17599999999999,110,11554,9380,191.5010115,206.343284,29708288,True,,1.0,3064.5201469999997,196.20474856250004,16.935036160156294,5.730679135009809
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,1,0,hashed,8,4,1,184,1024,1,,shinzo-receipt,5,10,0.3664619999999999,0.3541699999999998,0.41412050000000006,18.385666,9.192833,3.760807,0.1488315,17.639547999999998,0.22111100000000006,0,209920,11022,6.8091365,0.246424,69.4545,11054,594,1026,187.4528445,229.802511,29650944,True,,1.0,18.006009999999996,1.4689337499999997,0.4353664843749999,0.3707685302734374
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,4,0,hashed,8,4,1,184,1024,1,,shinzo-receipt,5,10,0.3925060000000001,0.38569800000000015,0.41402000000000017,15.933813,7.9669065,3.3824569999999996,0.139851,15.15969,0.26122650000000003,0,206848,2829,6.870006,0.206846,69.7695,2861,210,3438,188.372452,225.066476,29577216,True,,1.0,15.552196,1.339986625,0.45172353906250007,0.3962070961914063
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,16,0,hashed,8,4,1,184,1024,1,,shinzo-receipt,5,10,0.5575580000000001,0.5515075000000003,0.6174300000000001,15.863943,7.9319715,3.217454,0.1258345,14.757604,0.42852749999999995,0,206080,783,6.576448,0.23633500000000002,68.6505,815,114,13086,185.392156,192.317993,29622272,True,,1.0,15.315162,1.4799082500000003,0.6152048906250001,0.5611609306640626
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,64,0,hashed,8,4,1,184,1024,1,,shinzo-receipt,5,10,1.3741244999999997,1.3339599999999998,1.455451,17.183589,8.5917945,3.2985870000000013,0.13867849999999998,14.331250999999998,1.2354459999999998,0,205888,273,6.63379,0.3878165,69.395,305,90,51676,190.8800875,216.044937,29708288,True,,1.0,15.705375499999999,2.2698276874999994,1.4301059492187498,1.3776233405761715
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,xor,1,64,0,0,16,0,hashed,8,4,1,184,1024,1,,shinzo-receipt,5,10,0.35631800000000025,0.3539590000000008,0.3875160000000002,28.411057,14.2055285,4.880507,0.120249,27.699953,0.23745200000000022,0,338424,78,6.602745,0.1867275,68.77149999999999,106,802,1150,188.4797575,193.005147,29634560,True,,1.0,28.056271000000002,2.0875650625000004,0.4645209414062502,0.3630806838378909
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,binary-tags,1,64,0,0,16,0,hashed,8,4,1,184,1024,1,,shinzo-receipt,5,10,0.9974865,0.9679429999999999,1.035912999999999,25.112567000000002,12.556283500000001,4.882724999999999,0.150831,23.166049,0.8376054999999996,0,411648,105,6.6684660000000004,0.378099,70.3475,135,292,26140,190.947744,196.399458,29589504,True,,2.0,24.163535500000002,2.4453645625,1.0879788789062501,1.0031422736816407
pir-indexed-use-cases-v1/campaign,dense,32,,2,clustered,directory,1,64,0,0,1,0,hashed,8,4,256,184,1024,1,,shinzo-receipt,5,2560,0.13548550585937483,0.13483421093749995,0.14218361914062505,96.54156900000001,0.18855775195312502,13.392503000000062,0.1505155,27.33993500000001,0.1348975546874998,0,209920,11022,6.798696,0.16088950000000002,113.367,11054,594,1030,277.3959555,313.104266,30048256,True,,1.0,27.475420505859386,1.8442314433593756,0.24228212695312487,0.1421602946777342
